artifact_set_id,base_task_id,benign_matched_id,benign_weak_id,candidate_order,carrier_id,clean_run_id,desire_id,external_run_id,malicious_artifact_id,pair_id,seed,user_context_run_id
T009_D01_ASET01,user_task_17,T009_D01_BM01,T009_D01_BW01,"[""T009_D01_M01"", ""T009_D01_BM01"", ""T009_D01_BW01""]",T009_D01_C02,EXP1_T009_D01_CLEAN,T009_D01,EXP1_T009_D01_C02_E,T009_D01_M01,EXP1_T009_D01_C02,2146,EXP1_T009_D01_C02_UC
T009_D01_ASET01,user_task_17,T009_D01_BM01,T009_D01_BW01,"[""T009_D01_BM01"", ""T009_D01_BW01"", ""T009_D01_M01""]",T009_D01_C03,EXP1_T009_D01_CLEAN,T009_D01,EXP1_T009_D01_C03_E,T009_D01_M01,EXP1_T009_D01_C03,2147,EXP1_T009_D01_C03_UC
T009_D02_ASET01,user_task_17,T009_D02_BM01,T009_D02_BW01,"[""T009_D02_M01"", ""T009_D02_BM01"", ""T009_D02_BW01""]",T009_D02_C01,EXP1_T009_D02_CLEAN,T009_D02,EXP1_T009_D02_C01_E,T009_D02_M01,EXP1_T009_D02_C01,2155,EXP1_T009_D02_C01_UC
T009_D02_ASET01,user_task_17,T009_D02_BM01,T009_D02_BW01,"[""T009_D02_BM01"", ""T009_D02_BW01"", ""T009_D02_M01""]",T009_D02_C02,EXP1_T009_D02_CLEAN,T009_D02,EXP1_T009_D02_C02_E,T009_D02_M01,EXP1_T009_D02_C02,2156,EXP1_T009_D02_C02_UC
T009_D02_ASET01,user_task_17,T009_D02_BM01,T009_D02_BW01,"[""T009_D02_BW01"", ""T009_D02_M01"", ""T009_D02_BM01""]",T009_D02_C03,EXP1_T009_D02_CLEAN,T009_D02,EXP1_T009_D02_C03_E,T009_D02_M01,EXP1_T009_D02_C03,2157,EXP1_T009_D02_C03_UC
T009_D03_ASET01,user_task_17,T009_D03_BM01,T009_D03_BW01,"[""T009_D03_BM01"", ""T009_D03_BW01"", ""T009_D03_M01""]",T009_D03_C01,EXP1_T009_D03_CLEAN,T009_D03,EXP1_T009_D03_C01_E,T009_D03_M01,EXP1_T009_D03_C01,2165,EXP1_T009_D03_C01_UC
T009_D03_ASET01,user_task_17,T009_D03_BM01,T009_D03_BW01,"[""T009_D03_BW01"", ""T009_D03_M01"", ""T009_D03_BM01""]",T009_D03_C02,EXP1_T009_D03_CLEAN,T009_D03,EXP1_T009_D03_C02_E,T009_D03_M01,EXP1_T009_D03_C02,2166,EXP1_T009_D03_C02_UC
T009_D03_ASET01,user_task_17,T009_D03_BM01,T009_D03_BW01,"[""T009_D03_M01"", ""T009_D03_BM01"", ""T009_D03_BW01""]",T009_D03_C03,EXP1_T009_D03_CLEAN,T009_D03,EXP1_T009_D03_C03_E,T009_D03_M01,EXP1_T009_D03_C03,2167,EXP1_T009_D03_C03_UC
T010_D01_ASET01,user_task_18,T010_D01_BM01,T010_D01_BW01,"[""T010_D01_M01"", ""T010_D01_BM01"", ""T010_D01_BW01""]",T010_D01_C01,EXP1_T010_D01_CLEAN,T010_D01,EXP1_T010_D01_C01_E,T010_D01_M01,EXP1_T010_D01_C01,2245,EXP1_T010_D01_C01_UC
T010_D01_ASET01,user_task_18,T010_D01_BM01,T010_D01_BW01,"[""T010_D01_BM01"", ""T010_D01_BW01"", ""T010_D01_M01""]",T010_D01_C02,EXP1_T010_D01_CLEAN,T010_D01,EXP1_T010_D01_C02_E,T010_D01_M01,EXP1_T010_D01_C02,2246,EXP1_T010_D01_C02_UC
T010_D01_ASET01,user_task_18,T010_D01_BM01,T010_D01_BW01,"[""T010_D01_BW01"", ""T010_D01_M01"", ""T010_D01_BM01""]",T010_D01_C03,EXP1_T010_D01_CLEAN,T010_D01,EXP1_T010_D01_C03_E,T010_D01_M01,EXP1_T010_D01_C03,2247,EXP1_T010_D01_C03_UC
T010_D02_ASET01,user_task_18,T010_D02_BM01,T010_D02_BW01,"[""T010_D02_BM01"", ""T010_D02_BW01"", ""T010_D02_M01""]",T010_D02_C01,EXP1_T010_D02_CLEAN,T010_D02,EXP1_T010_D02_C01_E,T010_D02_M01,EXP1_T010_D02_C01,2255,EXP1_T010_D02_C01_UC
T010_D02_ASET01,user_task_18,T010_D02_BM01,T010_D02_BW01,"[""T010_D02_BW01"", ""T010_D02_M01"", ""T010_D02_BM01""]",T010_D02_C02,EXP1_T010_D02_CLEAN,T010_D02,EXP1_T010_D02_C02_E,T010_D02_M01,EXP1_T010_D02_C02,2256,EXP1_T010_D02_C02_UC
T010_D02_ASET01,user_task_18,T010_D02_BM01,T010_D02_BW01,"[""T010_D02_M01"", ""T010_D02_BM01"", ""T010_D02_BW01""]",T010_D02_C03,EXP1_T010_D02_CLEAN,T010_D02,EXP1_T010_D02_C03_E,T010_D02_M01,EXP1_T010_D02_C03,2257,EXP1_T010_D02_C03_UC
T010_D03_ASET01,user_task_18,T010_D03_BM01,T010_D03_BW01,"[""T010_D03_BW01"", ""T010_D03_M01"", ""T010_D03_BM01""]",T010_D03_C01,EXP1_T010_D03_CLEAN,T010_D03,EXP1_T010_D03_C01_E,T010_D03_M01,EXP1_T010_D03_C01,2265,EXP1_T010_D03_C01_UC
T010_D03_ASET01,user_task_18,T010_D03_BM01,T010_D03_BW01,"[""T010_D03_M01"", ""T010_D03_BM01"", ""T010_D03_BW01""]",T010_D03_C02,EXP1_T010_D03_CLEAN,T010_D03,EXP1_T010_D03_C02_E,T010_D03_M01,EXP1_T010_D03_C02,2266,EXP1_T010_D03_C02_UC
T010_D03_ASET01,user_task_18,T010_D03_BM01,T010_D03_BW01,"[""T010_D03_BM01"", ""T010_D03_BW01"", ""T010_D03_M01""]",T010_D03_C03,EXP1_T010_D03_CLEAN,T010_D03,EXP1_T010_D03_C03_E,T010_D03_M01,EXP1_T010_D03_C03,2267,EXP1_T010_D03_C03_UC
T011_D01_ASET01,user_task_19,T011_D01_BM01,T011_D01_BW01,"[""T011_D01_BM01"", ""T011_D01_BW01"", ""T011_D01_M01""]",T011_D01_C01,EXP1_T011_D01_CLEAN,T011_D01,EXP1_T011_D01_C01_E,T011_D01_M01,EXP1_T011_D01_C01,2345,EXP1_T011_D01_C01_UC
T011_D01_ASET01,user_task_19,T011_D01_BM01,T011_D01_BW01,"[""T011_D01_BW01"", ""T011_D01_M01"", ""T011_D01_BM01""]",T011_D01_C02,EXP1_T011_D01_CLEAN,T011_D01,EXP1_T011_D01_C02_E,T011_D01_M01,EXP1_T011_D01_C02,2346,EXP1_T011_D01_C02_UC
T011_D01_ASET01,user_task_19,T011_D01_BM01,T011_D01_BW01,"[""T011_D01_M01"", ""T011_D01_BM01"", ""T011_D01_BW01""]",T011_D01_C03,EXP1_T011_D01_CLEAN,T011_D01,EXP1_T011_D01_C03_E,T011_D01_M01,EXP1_T011_D01_C03,2347,EXP1_T011_D01_C03_UC
T011_D02_ASET01,user_task_19,T011_D02_BM01,T011_D02_BW01,"[""T011_D02_BW01"", ""T011_D02_M01"", ""T011_D02_BM01""]",T011_D02_C01,EXP1_T011_D02_CLEAN,T011_D02,EXP1_T011_D02_C01_E,T011_D02_M01,EXP1_T011_D02_C01,2355,EXP1_T011_D02_C01_UC
T011_D02_ASET01,user_task_19,T011_D02_BM01,T011_D02_BW01,"[""T011_D02_M01"", ""T011_D02_BM01"", ""T011_D02_BW01""]",T011_D02_C02,EXP1_T011_D02_CLEAN,T011_D02,EXP1_T011_D02_C02_E,T011_D02_M01,EXP1_T011_D02_C02,2356,EXP1_T011_D02_C02_UC
T011_D02_ASET01,user_task_19,T011_D02_BM01,T011_D02_BW01,"[""T011_D02_BM01"", ""T011_D02_BW01"", ""T011_D02_M01""]",T011_D02_C03,EXP1_T011_D02_CLEAN,T011_D02,EXP1_T011_D02_C03_E,T011_D02_M01,EXP1_T011_D02_C03,2357,EXP1_T011_D02_C03_UC
T011_D03_ASET01,user_task_19,T011_D03_BM01,T011_D03_BW01,"[""T011_D03_M01"", ""T011_D03_BM01"", ""T011_D03_BW01""]",T011_D03_C01,EXP1_T011_D03_CLEAN,T011_D03,EXP1_T011_D03_C01_E,T011_D03_M01,EXP1_T011_D03_C01,2365,EXP1_T011_D03_C01_UC
T011_D03_ASET01,user_task_19,T011_D03_BM01,T011_D03_BW01,"[""T011_D03_BM01"", ""T011_D03_BW01"", ""T011_D03_M01""]",T011_D03_C02,EXP1_T011_D03_CLEAN,T011_D03,EXP1_T011_D03_C02_E,T011_D03_M01,EXP1_T011_D03_C02,2366,EXP1_T011_D03_C02_UC
T011_D03_ASET01,user_task_19,T011_D03_BM01,T011_D03_BW01,"[""T011_D03_BW01"", ""T011_D03_M01"", ""T011_D03_BM01""]",T011_D03_C03,EXP1_T011_D03_CLEAN,T011_D03,EXP1_T011_D03_C03_E,T011_D03_M01,EXP1_T011_D03_C03,2367,EXP1_T011_D03_C03_UC
T012_D01_ASET01,user_task_2,T012_D01_BM01,T012_D01_BW01,"[""T012_D01_BW01"", ""T012_D01_M01"", ""T012_D01_BM01""]",T012_D01_C01,EXP1_T012_D01_CLEAN,T012_D01,EXP1_T012_D01_C01_E,T012_D01_M01,EXP1_T012_D01_C01,2445,EXP1_T012_D01_C01_UC
T012_D01_ASET01,user_task_2,T012_D01_BM01,T012_D01_BW01,"[""T012_D01_M01"", ""T012_D01_BM01"", ""T012_D01_BW01""]",T012_D01_C02,EXP1_T012_D01_CLEAN,T012_D01,EXP1_T012_D01_C02_E,T012_D01_M01,EXP1_T012_D01_C02,2446,EXP1_T012_D01_C02_UC
T012_D01_ASET01,user_task_2,T012_D01_BM01,T012_D01_BW01,"[""T012_D01_BM01"", ""T012_D01_BW01"", ""T012_D01_M01""]",T012_D01_C03,EXP1_T012_D01_CLEAN,T012_D01,EXP1_T012_D01_C03_E,T012_D01_M01,EXP1_T012_D01_C03,2447,EXP1_T012_D01_C03_UC
T012_D02_ASET01,user_task_2,T012_D02_BM01,T012_D02_BW01,"[""T012_D02_M01"", ""T012_D02_BM01"", ""T012_D02_BW01""]",T012_D02_C01,EXP1_T012_D02_CLEAN,T012_D02,EXP1_T012_D02_C01_E,T012_D02_M01,EXP1_T012_D02_C01,2455,EXP1_T012_D02_C01_UC
T012_D02_ASET01,user_task_2,T012_D02_BM01,T012_D02_BW01,"[""T012_D02_BM01"", ""T012_D02_BW01"", ""T012_D02_M01""]",T012_D02_C02,EXP1_T012_D02_CLEAN,T012_D02,EXP1_T012_D02_C02_E,T012_D02_M01,EXP1_T012_D02_C02,2456,EXP1_T012_D02_C02_UC
T012_D02_ASET01,user_task_2,T012_D02_BM01,T012_D02_BW01,"[""T012_D02_BW01"", ""T012_D02_M01"", ""T012_D02_BM01""]",T012_D02_C03,EXP1_T012_D02_CLEAN,T012_D02,EXP1_T012_D02_C03_E,T012_D02_M01,EXP1_T012_D02_C03,2457,EXP1_T012_D02_C03_UC
T012_D03_ASET01,user_task_2,T012_D03_BM01,T012_D03_BW01,"[""T012_D03_BM01"", ""T012_D03_BW01"", ""T012_D03_M01""]",T012_D03_C01,EXP1_T012_D03_CLEAN,T012_D03,EXP1_T012_D03_C01_E,T012_D03_M01,EXP1_T012_D03_C01,2465,EXP1_T012_D03_C01_UC
T012_D03_ASET01,user_task_2,T012_D03_BM01,T012_D03_BW01,"[""T012_D03_BW01"", ""T012_D03_M01"", ""T012_D03_BM01""]",T012_D03_C02,EXP1_T012_D03_CLEAN,T012_D03,EXP1_T012_D03_C02_E,T012_D03_M01,EXP1_T012_D03_C02,2466,EXP1_T012_D03_C02_UC
T012_D03_ASET01,user_task_2,T012_D03_BM01,T012_D03_BW01,"[""T012_D03_M01"", ""T012_D03_BM01"", ""T012_D03_BW01""]",T012_D03_C03,EXP1_T012_D03_CLEAN,T012_D03,EXP1_T012_D03_C03_E,T012_D03_M01,EXP1_T012_D03_C03,2467,EXP1_T012_D03_C03_UC
T013_D01_ASET01,user_task_3,T013_D01_BM01,T013_D01_BW01,"[""T013_D01_M01"", ""T013_D01_BM01"", ""T013_D01_BW01""]",T013_D01_C01,EXP1_T013_D01_CLEAN,T013_D01,EXP1_T013_D01_C01_E,T013_D01_M01,EXP1_T013_D01_C01,2545,EXP1_T013_D01_C01_UC
T013_D01_ASET01,user_task_3,T013_D01_BM01,T013_D01_BW01,"[""T013_D01_BM01"", ""T013_D01_BW01"", ""T013_D01_M01""]",T013_D01_C02,EXP1_T013_D01_CLEAN,T013_D01,EXP1_T013_D01_C02_E,T013_D01_M01,EXP1_T013_D01_C02,2546,EXP1_T013_D01_C02_UC
T013_D01_ASET01,user_task_3,T013_D01_BM01,T013_D01_BW01,"[""T013_D01_BW01"", ""T013_D01_M01"", ""T013_D01_BM01""]",T013_D01_C03,EXP1_T013_D01_CLEAN,T013_D01,EXP1_T013_D01_C03_E,T013_D01_M01,EXP1_T013_D01_C03,2547,EXP1_T013_D01_C03_UC
T013_D02_ASET01,user_task_3,T013_D02_BM01,T013_D02_BW01,"[""T013_D02_BM01"", ""T013_D02_BW01"", ""T013_D02_M01""]",T013_D02_C01,EXP1_T013_D02_CLEAN,T013_D02,EXP1_T013_D02_C01_E,T013_D02_M01,EXP1_T013_D02_C01,2555,EXP1_T013_D02_C01_UC
T013_D02_ASET01,user_task_3,T013_D02_BM01,T013_D02_BW01,"[""T013_D02_BW01"", ""T013_D02_M01"", ""T013_D02_BM01""]",T013_D02_C02,EXP1_T013_D02_CLEAN,T013_D02,EXP1_T013_D02_C02_E,T013_D02_M01,EXP1_T013_D02_C02,2556,EXP1_T013_D02_C02_UC
T013_D02_ASET01,user_task_3,T013_D02_BM01,T013_D02_BW01,"[""T013_D02_M01"", ""T013_D02_BM01"", ""T013_D02_BW01""]",T013_D02_C03,EXP1_T013_D02_CLEAN,T013_D02,EXP1_T013_D02_C03_E,T013_D02_M01,EXP1_T013_D02_C03,2557,EXP1_T013_D02_C03_UC
T013_D03_ASET01,user_task_3,T013_D03_BM01,T013_D03_BW01,"[""T013_D03_BW01"", ""T013_D03_M01"", ""T013_D03_BM01""]",T013_D03_C01,EXP1_T013_D03_CLEAN,T013_D03,EXP1_T013_D03_C01_E,T013_D03_M01,EXP1_T013_D03_C01,2565,EXP1_T013_D03_C01_UC
T013_D03_ASET01,user_task_3,T013_D03_BM01,T013_D03_BW01,"[""T013_D03_M01"", ""T013_D03_BM01"", ""T013_D03_BW01""]",T013_D03_C02,EXP1_T013_D03_CLEAN,T013_D03,EXP1_T013_D03_C02_E,T013_D03_M01,EXP1_T013_D03_C02,2566,EXP1_T013_D03_C02_UC
T013_D03_ASET01,user_task_3,T013_D03_BM01,T013_D03_BW01,"[""T013_D03_BM01"", ""T013_D03_BW01"", ""T013_D03_M01""]",T013_D03_C03,EXP1_T013_D03_CLEAN,T013_D03,EXP1_T013_D03_C03_E,T013_D03_M01,EXP1_T013_D03_C03,2567,EXP1_T013_D03_C03_UC
T014_D01_ASET01,user_task_4,T014_D01_BM01,T014_D01_BW01,"[""T014_D01_BM01"", ""T014_D01_BW01"", ""T014_D01_M01""]",T014_D01_C01,EXP1_T014_D01_CLEAN,T014_D01,EXP1_T014_D01_C01_E,T014_D01_M01,EXP1_T014_D01_C01,2645,EXP1_T014_D01_C01_UC
T014_D01_ASET01,user_task_4,T014_D01_BM01,T014_D01_BW01,"[""T014_D01_BW01"", ""T014_D01_M01"", ""T014_D01_BM01""]",T014_D01_C02,EXP1_T014_D01_CLEAN,T014_D01,EXP1_T014_D01_C02_E,T014_D01_M01,EXP1_T014_D01_C02,2646,EXP1_T014_D01_C02_UC
T014_D01_ASET01,user_task_4,T014_D01_BM01,T014_D01_BW01,"[""T014_D01_M01"", ""T014_D01_BM01"", ""T014_D01_BW01""]",T014_D01_C03,EXP1_T014_D01_CLEAN,T014_D01,EXP1_T014_D01_C03_E,T014_D01_M01,EXP1_T014_D01_C03,2647,EXP1_T014_D01_C03_UC
T014_D02_ASET01,user_task_4,T014_D02_BM01,T014_D02_BW01,"[""T014_D02_BW01"", ""T014_D02_M01"", ""T014_D02_BM01""]",T014_D02_C01,EXP1_T014_D02_CLEAN,T014_D02,EXP1_T014_D02_C01_E,T014_D02_M01,EXP1_T014_D02_C01,2655,EXP1_T014_D02_C01_UC
T014_D02_ASET01,user_task_4,T014_D02_BM01,T014_D02_BW01,"[""T014_D02_M01"", ""T014_D02_BM01"", ""T014_D02_BW01""]",T014_D02_C02,EXP1_T014_D02_CLEAN,T014_D02,EXP1_T014_D02_C02_E,T014_D02_M01,EXP1_T014_D02_C02,2656,EXP1_T014_D02_C02_UC
T014_D02_ASET01,user_task_4,T014_D02_BM01,T014_D02_BW01,"[""T014_D02_BM01"", ""T014_D02_BW01"", ""T014_D02_M01""]",T014_D02_C03,EXP1_T014_D02_CLEAN,T014_D02,EXP1_T014_D02_C03_E,T014_D02_M01,EXP1_T014_D02_C03,2657,EXP1_T014_D02_C03_UC
T014_D03_ASET01,user_task_4,T014_D03_BM01,T014_D03_BW01,"[""T014_D03_M01"", ""T014_D03_BM01"", ""T014_D03_BW01""]",T014_D03_C01,EXP1_T014_D03_CLEAN,T014_D03,EXP1_T014_D03_C01_E,T014_D03_M01,EXP1_T014_D03_C01,2665,EXP1_T014_D03_C01_UC
T014_D03_ASET01,user_task_4,T014_D03_BM01,T014_D03_BW01,"[""T014_D03_BM01"", ""T014_D03_BW01"", ""T014_D03_M01""]",T014_D03_C02,EXP1_T014_D03_CLEAN,T014_D03,EXP1_T014_D03_C02_E,T014_D03_M01,EXP1_T014_D03_C02,2666,EXP1_T014_D03_C02_UC
T014_D03_ASET01,user_task_4,T014_D03_BM01,T014_D03_BW01,"[""T014_D03_BW01"", ""T014_D03_M01"", ""T014_D03_BM01""]",T014_D03_C03,EXP1_T014_D03_CLEAN,T014_D03,EXP1_T014_D03_C03_E,T014_D03_M01,EXP1_T014_D03_C03,2667,EXP1_T014_D03_C03_UC
T015_D01_ASET01,user_task_5,T015_D01_BM01,T015_D01_BW01,"[""T015_D01_BW01"", ""T015_D01_M01"", ""T015_D01_BM01""]",T015_D01_C01,EXP1_T015_D01_CLEAN,T015_D01,EXP1_T015_D01_C01_E,T015_D01_M01,EXP1_T015_D01_C01,2745,EXP1_T015_D01_C01_UC
T015_D01_ASET01,user_task_5,T015_D01_BM01,T015_D01_BW01,"[""T015_D01_M01"", ""T015_D01_BM01"", ""T015_D01_BW01""]",T015_D01_C02,EXP1_T015_D01_CLEAN,T015_D01,EXP1_T015_D01_C02_E,T015_D01_M01,EXP1_T015_D01_C02,2746,EXP1_T015_D01_C02_UC
T015_D01_ASET01,user_task_5,T015_D01_BM01,T015_D01_BW01,"[""T015_D01_BM01"", ""T015_D01_BW01"", ""T015_D01_M01""]",T015_D01_C03,EXP1_T015_D01_CLEAN,T015_D01,EXP1_T015_D01_C03_E,T015_D01_M01,EXP1_T015_D01_C03,2747,EXP1_T015_D01_C03_UC
T015_D02_ASET01,user_task_5,T015_D02_BM01,T015_D02_BW01,"[""T015_D02_M01"", ""T015_D02_BM01"", ""T015_D02_BW01""]",T015_D02_C01,EXP1_T015_D02_CLEAN,T015_D02,EXP1_T015_D02_C01_E,T015_D02_M01,EXP1_T015_D02_C01,2755,EXP1_T015_D02_C01_UC
T015_D02_ASET01,user_task_5,T015_D02_BM01,T015_D02_BW01,"[""T015_D02_BM01"", ""T015_D02_BW01"", ""T015_D02_M01""]",T015_D02_C02,EXP1_T015_D02_CLEAN,T015_D02,EXP1_T015_D02_C02_E,T015_D02_M01,EXP1_T015_D02_C02,2756,EXP1_T015_D02_C02_UC
T015_D02_ASET01,user_task_5,T015_D02_BM01,T015_D02_BW01,"[""T015_D02_BW01"", ""T015_D02_M01"", ""T015_D02_BM01""]",T015_D02_C03,EXP1_T015_D02_CLEAN,T015_D02,EXP1_T015_D02_C03_E,T015_D02_M01,EXP1_T015_D02_C03,2757,EXP1_T015_D02_C03_UC
T015_D03_ASET01,user_task_5,T015_D03_BM01,T015_D03_BW01,"[""T015_D03_BM01"", ""T015_D03_BW01"", ""T015_D03_M01""]",T015_D03_C01,EXP1_T015_D03_CLEAN,T015_D03,EXP1_T015_D03_C01_E,T015_D03_M01,EXP1_T015_D03_C01,2765,EXP1_T015_D03_C01_UC
T015_D03_ASET01,user_task_5,T015_D03_BM01,T015_D03_BW01,"[""T015_D03_BW01"", ""T015_D03_M01"", ""T015_D03_BM01""]",T015_D03_C02,EXP1_T015_D03_CLEAN,T015_D03,EXP1_T015_D03_C02_E,T015_D03_M01,EXP1_T015_D03_C02,2766,EXP1_T015_D03_C02_UC
T015_D03_ASET01,user_task_5,T015_D03_BM01,T015_D03_BW01,"[""T015_D03_M01"", ""T015_D03_BM01"", ""T015_D03_BW01""]",T015_D03_C03,EXP1_T015_D03_CLEAN,T015_D03,EXP1_T015_D03_C03_E,T015_D03_M01,EXP1_T015_D03_C03,2767,EXP1_T015_D03_C03_UC
T016_D01_ASET01,user_task_6,T016_D01_BM01,T016_D01_BW01,"[""T016_D01_M01"", ""T016_D01_BM01"", ""T016_D01_BW01""]",T016_D01_C01,EXP1_T016_D01_CLEAN,T016_D01,EXP1_T016_D01_C01_E,T016_D01_M01,EXP1_T016_D01_C01,2845,EXP1_T016_D01_C01_UC
T016_D01_ASET01,user_task_6,T016_D01_BM01,T016_D01_BW01,"[""T016_D01_BM01"", ""T016_D01_BW01"", ""T016_D01_M01""]",T016_D01_C02,EXP1_T016_D01_CLEAN,T016_D01,EXP1_T016_D01_C02_E,T016_D01_M01,EXP1_T016_D01_C02,2846,EXP1_T016_D01_C02_UC
T016_D01_ASET01,user_task_6,T016_D01_BM01,T016_D01_BW01,"[""T016_D01_BW01"", ""T016_D01_M01"", ""T016_D01_BM01""]",T016_D01_C03,EXP1_T016_D01_CLEAN,T016_D01,EXP1_T016_D01_C03_E,T016_D01_M01,EXP1_T016_D01_C03,2847,EXP1_T016_D01_C03_UC
T016_D02_ASET01,user_task_6,T016_D02_BM01,T016_D02_BW01,"[""T016_D02_BM01"", ""T016_D02_BW01"", ""T016_D02_M01""]",T016_D02_C01,EXP1_T016_D02_CLEAN,T016_D02,EXP1_T016_D02_C01_E,T016_D02_M01,EXP1_T016_D02_C01,2855,EXP1_T016_D02_C01_UC
T016_D02_ASET01,user_task_6,T016_D02_BM01,T016_D02_BW01,"[""T016_D02_BW01"", ""T016_D02_M01"", ""T016_D02_BM01""]",T016_D02_C02,EXP1_T016_D02_CLEAN,T016_D02,EXP1_T016_D02_C02_E,T016_D02_M01,EXP1_T016_D02_C02,2856,EXP1_T016_D02_C02_UC
T016_D02_ASET01,user_task_6,T016_D02_BM01,T016_D02_BW01,"[""T016_D02_M01"", ""T016_D02_BM01"", ""T016_D02_BW01""]",T016_D02_C03,EXP1_T016_D02_CLEAN,T016_D02,EXP1_T016_D02_C03_E,T016_D02_M01,EXP1_T016_D02_C03,2857,EXP1_T016_D02_C03_UC
T016_D03_ASET01,user_task_6,T016_D03_BM01,T016_D03_BW01,"[""T016_D03_BW01"", ""T016_D03_M01"", ""T016_D03_BM01""]",T016_D03_C01,EXP1_T016_D03_CLEAN,T016_D03,EXP1_T016_D03_C01_E,T016_D03_M01,EXP1_T016_D03_C01,2865,EXP1_T016_D03_C01_UC
T016_D03_ASET01,user_task_6,T016_D03_BM01,T016_D03_BW01,"[""T016_D03_M01"", ""T016_D03_BM01"", ""T016_D03_BW01""]",T016_D03_C02,EXP1_T016_D03_CLEAN,T016_D03,EXP1_T016_D03_C02_E,T016_D03_M01,EXP1_T016_D03_C02,2866,EXP1_T016_D03_C02_UC
T016_D03_ASET01,user_task_6,T016_D03_BM01,T016_D03_BW01,"[""T016_D03_BM01"", ""T016_D03_BW01"", ""T016_D03_M01""]",T016_D03_C03,EXP1_T016_D03_CLEAN,T016_D03,EXP1_T016_D03_C03_E,T016_D03_M01,EXP1_T016_D03_C03,2867,EXP1_T016_D03_C03_UC
T017_D01_ASET01,user_task_7,T017_D01_BM01,T017_D01_BW01,"[""T017_D01_BM01"", ""T017_D01_BW01"", ""T017_D01_M01""]",T017_D01_C01,EXP1_T017_D01_CLEAN,T017_D01,EXP1_T017_D01_C01_E,T017_D01_M01,EXP1_T017_D01_C01,2945,EXP1_T017_D01_C01_UC
T017_D01_ASET01,user_task_7,T017_D01_BM01,T017_D01_BW01,"[""T017_D01_BW01"", ""T017_D01_M01"", ""T017_D01_BM01""]",T017_D01_C02,EXP1_T017_D01_CLEAN,T017_D01,EXP1_T017_D01_C02_E,T017_D01_M01,EXP1_T017_D01_C02,2946,EXP1_T017_D01_C02_UC
T017_D01_ASET01,user_task_7,T017_D01_BM01,T017_D01_BW01,"[""T017_D01_M01"", ""T017_D01_BM01"", ""T017_D01_BW01""]",T017_D01_C03,EXP1_T017_D01_CLEAN,T017_D01,EXP1_T017_D01_C03_E,T017_D01_M01,EXP1_T017_D01_C03,2947,EXP1_T017_D01_C03_UC
T017_D02_ASET01,user_task_7,T017_D02_BM01,T017_D02_BW01,"[""T017_D02_BW01"", ""T017_D02_M01"", ""T017_D02_BM01""]",T017_D02_C01,EXP1_T017_D02_CLEAN,T017_D02,EXP1_T017_D02_C01_E,T017_D02_M01,EXP1_T017_D02_C01,2955,EXP1_T017_D02_C01_UC
T017_D02_ASET01,user_task_7,T017_D02_BM01,T017_D02_BW01,"[""T017_D02_M01"", ""T017_D02_BM01"", ""T017_D02_BW01""]",T017_D02_C02,EXP1_T017_D02_CLEAN,T017_D02,EXP1_T017_D02_C02_E,T017_D02_M01,EXP1_T017_D02_C02,2956,EXP1_T017_D02_C02_UC
T017_D02_ASET01,user_task_7,T017_D02_BM01,T017_D02_BW01,"[""T017_D02_BM01"", ""T017_D02_BW01"", ""T017_D02_M01""]",T017_D02_C03,EXP1_T017_D02_CLEAN,T017_D02,EXP1_T017_D02_C03_E,T017_D02_M01,EXP1_T017_D02_C03,2957,EXP1_T017_D02_C03_UC
T017_D03_ASET01,user_task_7,T017_D03_BM01,T017_D03_BW01,"[""T017_D03_M01"", ""T017_D03_BM01"", ""T017_D03_BW01""]",T017_D03_C01,EXP1_T017_D03_CLEAN,T017_D03,EXP1_T017_D03_C01_E,T017_D03_M01,EXP1_T017_D03_C01,2965,EXP1_T017_D03_C01_UC
T017_D03_ASET01,user_task_7,T017_D03_BM01,T017_D03_BW01,"[""T017_D03_BM01"", ""T017_D03_BW01"", ""T017_D03_M01""]",T017_D03_C02,EXP1_T017_D03_CLEAN,T017_D03,EXP1_T017_D03_C02_E,T017_D03_M01,EXP1_T017_D03_C02,2966,EXP1_T017_D03_C02_UC
T017_D03_ASET01,user_task_7,T017_D03_BM01,T017_D03_BW01,"[""T017_D03_BW01"", ""T017_D03_M01"", ""T017_D03_BM01""]",T017_D03_C03,EXP1_T017_D03_CLEAN,T017_D03,EXP1_T017_D03_C03_E,T017_D03_M01,EXP1_T017_D03_C03,2967,EXP1_T017_D03_C03_UC
T018_D01_ASET01,user_task_8,T018_D01_BM01,T018_D01_BW01,"[""T018_D01_BW01"", ""T018_D01_M01"", ""T018_D01_BM01""]",T018_D01_C01,EXP1_T018_D01_CLEAN,T018_D01,EXP1_T018_D01_C01_E,T018_D01_M01,EXP1_T018_D01_C01,3045,EXP1_T018_D01_C01_UC
T018_D01_ASET01,user_task_8,T018_D01_BM01,T018_D01_BW01,"[""T018_D01_M01"", ""T018_D01_BM01"", ""T018_D01_BW01""]",T018_D01_C02,EXP1_T018_D01_CLEAN,T018_D01,EXP1_T018_D01_C02_E,T018_D01_M01,EXP1_T018_D01_C02,3046,EXP1_T018_D01_C02_UC
