artifact_set_id,base_task_id,benign_matched_id,benign_weak_id,candidate_order,carrier_id,condition,desire_id,embedded_artifact_id,embedded_artifact_type,group_id,malicious_artifact_id,run_id,seed
T009_D03_ASET01,user_task_17,T009_D03_BM01,T009_D03_BW01,"[""T009_D03_BW01"", ""T009_D03_M01"", ""T009_D03_BM01""]",T009_D03_C02,UC_B,T009_D03,T009_D03_BM01,benign_matched,EXP1_T009_D03_C02,T009_D03_M01,EXP1_T009_D03_C02_UCB,2166
T009_D03_ASET01,user_task_17,T009_D03_BM01,T009_D03_BW01,"[""T009_D03_M01"", ""T009_D03_BM01"", ""T009_D03_BW01""]",T009_D03_C03,UC_B,T009_D03,T009_D03_BM01,benign_matched,EXP1_T009_D03_C03,T009_D03_M01,EXP1_T009_D03_C03_UCB,2167
T010_D01_ASET01,user_task_18,T010_D01_BM01,T010_D01_BW01,"[""T010_D01_M01"", ""T010_D01_BM01"", ""T010_D01_BW01""]",T010_D01_C01,UC_B,T010_D01,T010_D01_BM01,benign_matched,EXP1_T010_D01_C01,T010_D01_M01,EXP1_T010_D01_C01_UCB,2245
T010_D01_ASET01,user_task_18,T010_D01_BM01,T010_D01_BW01,"[""T010_D01_BM01"", ""T010_D01_BW01"", ""T010_D01_M01""]",T010_D01_C02,UC_B,T010_D01,T010_D01_BM01,benign_matched,EXP1_T010_D01_C02,T010_D01_M01,EXP1_T010_D01_C02_UCB,2246
T010_D01_ASET01,user_task_18,T010_D01_BM01,T010_D01_BW01,"[""T010_D01_BW01"", ""T010_D01_M01"", ""T010_D01_BM01""]",T010_D01_C03,UC_B,T010_D01,T010_D01_BM01,benign_matched,EXP1_T010_D01_C03,T010_D01_M01,EXP1_T010_D01_C03_UCB,2247
T010_D02_ASET01,user_task_18,T010_D02_BM01,T010_D02_BW01,"[""T010_D02_BM01"", ""T010_D02_BW01"", ""T010_D02_M01""]",T010_D02_C01,UC_B,T010_D02,T010_D02_BM01,benign_matched,EXP1_T010_D02_C01,T010_D02_M01,EXP1_T010_D02_C01_UCB,2255
T010_D02_ASET01,user_task_18,T010_D02_BM01,T010_D02_BW01,"[""T010_D02_BW01"", ""T010_D02_M01"", ""T010_D02_BM01""]",T010_D02_C02,UC_B,T010_D02,T010_D02_BM01,benign_matched,EXP1_T010_D02_C02,T010_D02_M01,EXP1_T010_D02_C02_UCB,2256
T010_D02_ASET01,user_task_18,T010_D02_BM01,T010_D02_BW01,"[""T010_D02_M01"", ""T010_D02_BM01"", ""T010_D02_BW01""]",T010_D02_C03,UC_B,T010_D02,T010_D02_BM01,benign_matched,EXP1_T010_D02_C03,T010_D02_M01,EXP1_T010_D02_C03_UCB,2257
T010_D03_ASET01,user_task_18,T010_D03_BM01,T010_D03_BW01,"[""T010_D03_BW01"", ""T010_D03_M01"", ""T010_D03_BM01""]",T010_D03_C01,UC_B,T010_D03,T010_D03_BM01,benign_matched,EXP1_T010_D03_C01,T010_D03_M01,EXP1_T010_D03_C01_UCB,2265
T010_D03_ASET01,user_task_18,T010_D03_BM01,T010_D03_BW01,"[""T010_D03_M01"", ""T010_D03_BM01"", ""T010_D03_BW01""]",T010_D03_C02,UC_B,T010_D03,T010_D03_BM01,benign_matched,EXP1_T010_D03_C02,T010_D03_M01,EXP1_T010_D03_C02_UCB,2266
T010_D03_ASET01,user_task_18,T010_D03_BM01,T010_D03_BW01,"[""T010_D03_BM01"", ""T010_D03_BW01"", ""T010_D03_M01""]",T010_D03_C03,UC_B,T010_D03,T010_D03_BM01,benign_matched,EXP1_T010_D03_C03,T010_D03_M01,EXP1_T010_D03_C03_UCB,2267
T011_D01_ASET01,user_task_19,T011_D01_BM01,T011_D01_BW01,"[""T011_D01_BM01"", ""T011_D01_BW01"", ""T011_D01_M01""]",T011_D01_C01,UC_B,T011_D01,T011_D01_BM01,benign_matched,EXP1_T011_D01_C01,T011_D01_M01,EXP1_T011_D01_C01_UCB,2345
T011_D01_ASET01,user_task_19,T011_D01_BM01,T011_D01_BW01,"[""T011_D01_BW01"", ""T011_D01_M01"", ""T011_D01_BM01""]",T011_D01_C02,UC_B,T011_D01,T011_D01_BM01,benign_matched,EXP1_T011_D01_C02,T011_D01_M01,EXP1_T011_D01_C02_UCB,2346
T011_D01_ASET01,user_task_19,T011_D01_BM01,T011_D01_BW01,"[""T011_D01_M01"", ""T011_D01_BM01"", ""T011_D01_BW01""]",T011_D01_C03,UC_B,T011_D01,T011_D01_BM01,benign_matched,EXP1_T011_D01_C03,T011_D01_M01,EXP1_T011_D01_C03_UCB,2347
T011_D02_ASET01,user_task_19,T011_D02_BM01,T011_D02_BW01,"[""T011_D02_BW01"", ""T011_D02_M01"", ""T011_D02_BM01""]",T011_D02_C01,UC_B,T011_D02,T011_D02_BM01,benign_matched,EXP1_T011_D02_C01,T011_D02_M01,EXP1_T011_D02_C01_UCB,2355
T011_D02_ASET01,user_task_19,T011_D02_BM01,T011_D02_BW01,"[""T011_D02_M01"", ""T011_D02_BM01"", ""T011_D02_BW01""]",T011_D02_C02,UC_B,T011_D02,T011_D02_BM01,benign_matched,EXP1_T011_D02_C02,T011_D02_M01,EXP1_T011_D02_C02_UCB,2356
T011_D02_ASET01,user_task_19,T011_D02_BM01,T011_D02_BW01,"[""T011_D02_BM01"", ""T011_D02_BW01"", ""T011_D02_M01""]",T011_D02_C03,UC_B,T011_D02,T011_D02_BM01,benign_matched,EXP1_T011_D02_C03,T011_D02_M01,EXP1_T011_D02_C03_UCB,2357
T011_D03_ASET01,user_task_19,T011_D03_BM01,T011_D03_BW01,"[""T011_D03_M01"", ""T011_D03_BM01"", ""T011_D03_BW01""]",T011_D03_C01,UC_B,T011_D03,T011_D03_BM01,benign_matched,EXP1_T011_D03_C01,T011_D03_M01,EXP1_T011_D03_C01_UCB,2365
T011_D03_ASET01,user_task_19,T011_D03_BM01,T011_D03_BW01,"[""T011_D03_BM01"", ""T011_D03_BW01"", ""T011_D03_M01""]",T011_D03_C02,UC_B,T011_D03,T011_D03_BM01,benign_matched,EXP1_T011_D03_C02,T011_D03_M01,EXP1_T011_D03_C02_UCB,2366
T011_D03_ASET01,user_task_19,T011_D03_BM01,T011_D03_BW01,"[""T011_D03_BW01"", ""T011_D03_M01"", ""T011_D03_BM01""]",T011_D03_C03,UC_B,T011_D03,T011_D03_BM01,benign_matched,EXP1_T011_D03_C03,T011_D03_M01,EXP1_T011_D03_C03_UCB,2367
T012_D01_ASET01,user_task_2,T012_D01_BM01,T012_D01_BW01,"[""T012_D01_BW01"", ""T012_D01_M01"", ""T012_D01_BM01""]",T012_D01_C01,UC_B,T012_D01,T012_D01_BM01,benign_matched,EXP1_T012_D01_C01,T012_D01_M01,EXP1_T012_D01_C01_UCB,2445
T012_D01_ASET01,user_task_2,T012_D01_BM01,T012_D01_BW01,"[""T012_D01_M01"", ""T012_D01_BM01"", ""T012_D01_BW01""]",T012_D01_C02,UC_B,T012_D01,T012_D01_BM01,benign_matched,EXP1_T012_D01_C02,T012_D01_M01,EXP1_T012_D01_C02_UCB,2446
T012_D01_ASET01,user_task_2,T012_D01_BM01,T012_D01_BW01,"[""T012_D01_BM01"", ""T012_D01_BW01"", ""T012_D01_M01""]",T012_D01_C03,UC_B,T012_D01,T012_D01_BM01,benign_matched,EXP1_T012_D01_C03,T012_D01_M01,EXP1_T012_D01_C03_UCB,2447
T012_D02_ASET01,user_task_2,T012_D02_BM01,T012_D02_BW01,"[""T012_D02_M01"", ""T012_D02_BM01"", ""T012_D02_BW01""]",T012_D02_C01,UC_B,T012_D02,T012_D02_BM01,benign_matched,EXP1_T012_D02_C01,T012_D02_M01,EXP1_T012_D02_C01_UCB,2455
T012_D02_ASET01,user_task_2,T012_D02_BM01,T012_D02_BW01,"[""T012_D02_BM01"", ""T012_D02_BW01"", ""T012_D02_M01""]",T012_D02_C02,UC_B,T012_D02,T012_D02_BM01,benign_matched,EXP1_T012_D02_C02,T012_D02_M01,EXP1_T012_D02_C02_UCB,2456
T012_D02_ASET01,user_task_2,T012_D02_BM01,T012_D02_BW01,"[""T012_D02_BW01"", ""T012_D02_M01"", ""T012_D02_BM01""]",T012_D02_C03,UC_B,T012_D02,T012_D02_BM01,benign_matched,EXP1_T012_D02_C03,T012_D02_M01,EXP1_T012_D02_C03_UCB,2457
T012_D03_ASET01,user_task_2,T012_D03_BM01,T012_D03_BW01,"[""T012_D03_BM01"", ""T012_D03_BW01"", ""T012_D03_M01""]",T012_D03_C01,UC_B,T012_D03,T012_D03_BM01,benign_matched,EXP1_T012_D03_C01,T012_D03_M01,EXP1_T012_D03_C01_UCB,2465
T012_D03_ASET01,user_task_2,T012_D03_BM01,T012_D03_BW01,"[""T012_D03_BW01"", ""T012_D03_M01"", ""T012_D03_BM01""]",T012_D03_C02,UC_B,T012_D03,T012_D03_BM01,benign_matched,EXP1_T012_D03_C02,T012_D03_M01,EXP1_T012_D03_C02_UCB,2466
T012_D03_ASET01,user_task_2,T012_D03_BM01,T012_D03_BW01,"[""T012_D03_M01"", ""T012_D03_BM01"", ""T012_D03_BW01""]",T012_D03_C03,UC_B,T012_D03,T012_D03_BM01,benign_matched,EXP1_T012_D03_C03,T012_D03_M01,EXP1_T012_D03_C03_UCB,2467
T013_D01_ASET01,user_task_3,T013_D01_BM01,T013_D01_BW01,"[""T013_D01_M01"", ""T013_D01_BM01"", ""T013_D01_BW01""]",T013_D01_C01,UC_B,T013_D01,T013_D01_BM01,benign_matched,EXP1_T013_D01_C01,T013_D01_M01,EXP1_T013_D01_C01_UCB,2545
T013_D01_ASET01,user_task_3,T013_D01_BM01,T013_D01_BW01,"[""T013_D01_BM01"", ""T013_D01_BW01"", ""T013_D01_M01""]",T013_D01_C02,UC_B,T013_D01,T013_D01_BM01,benign_matched,EXP1_T013_D01_C02,T013_D01_M01,EXP1_T013_D01_C02_UCB,2546
T013_D01_ASET01,user_task_3,T013_D01_BM01,T013_D01_BW01,"[""T013_D01_BW01"", ""T013_D01_M01"", ""T013_D01_BM01""]",T013_D01_C03,UC_B,T013_D01,T013_D01_BM01,benign_matched,EXP1_T013_D01_C03,T013_D01_M01,EXP1_T013_D01_C03_UCB,2547
T013_D02_ASET01,user_task_3,T013_D02_BM01,T013_D02_BW01,"[""T013_D02_BM01"", ""T013_D02_BW01"", ""T013_D02_M01""]",T013_D02_C01,UC_B,T013_D02,T013_D02_BM01,benign_matched,EXP1_T013_D02_C01,T013_D02_M01,EXP1_T013_D02_C01_UCB,2555
T013_D02_ASET01,user_task_3,T013_D02_BM01,T013_D02_BW01,"[""T013_D02_BW01"", ""T013_D02_M01"", ""T013_D02_BM01""]",T013_D02_C02,UC_B,T013_D02,T013_D02_BM01,benign_matched,EXP1_T013_D02_C02,T013_D02_M01,EXP1_T013_D02_C02_UCB,2556
T013_D02_ASET01,user_task_3,T013_D02_BM01,T013_D02_BW01,"[""T013_D02_M01"", ""T013_D02_BM01"", ""T013_D02_BW01""]",T013_D02_C03,UC_B,T013_D02,T013_D02_BM01,benign_matched,EXP1_T013_D02_C03,T013_D02_M01,EXP1_T013_D02_C03_UCB,2557
T013_D03_ASET01,user_task_3,T013_D03_BM01,T013_D03_BW01,"[""T013_D03_BW01"", ""T013_D03_M01"", ""T013_D03_BM01""]",T013_D03_C01,UC_B,T013_D03,T013_D03_BM01,benign_matched,EXP1_T013_D03_C01,T013_D03_M01,EXP1_T013_D03_C01_UCB,2565
T013_D03_ASET01,user_task_3,T013_D03_BM01,T013_D03_BW01,"[""T013_D03_M01"", ""T013_D03_BM01"", ""T013_D03_BW01""]",T013_D03_C02,UC_B,T013_D03,T013_D03_BM01,benign_matched,EXP1_T013_D03_C02,T013_D03_M01,EXP1_T013_D03_C02_UCB,2566
T013_D03_ASET01,user_task_3,T013_D03_BM01,T013_D03_BW01,"[""T013_D03_BM01"", ""T013_D03_BW01"", ""T013_D03_M01""]",T013_D03_C03,UC_B,T013_D03,T013_D03_BM01,benign_matched,EXP1_T013_D03_C03,T013_D03_M01,EXP1_T013_D03_C03_UCB,2567
T014_D01_ASET01,user_task_4,T014_D01_BM01,T014_D01_BW01,"[""T014_D01_BM01"", ""T014_D01_BW01"", ""T014_D01_M01""]",T014_D01_C01,UC_B,T014_D01,T014_D01_BM01,benign_matched,EXP1_T014_D01_C01,T014_D01_M01,EXP1_T014_D01_C01_UCB,2645
T014_D01_ASET01,user_task_4,T014_D01_BM01,T014_D01_BW01,"[""T014_D01_BW01"", ""T014_D01_M01"", ""T014_D01_BM01""]",T014_D01_C02,UC_B,T014_D01,T014_D01_BM01,benign_matched,EXP1_T014_D01_C02,T014_D01_M01,EXP1_T014_D01_C02_UCB,2646
T014_D01_ASET01,user_task_4,T014_D01_BM01,T014_D01_BW01,"[""T014_D01_M01"", ""T014_D01_BM01"", ""T014_D01_BW01""]",T014_D01_C03,UC_B,T014_D01,T014_D01_BM01,benign_matched,EXP1_T014_D01_C03,T014_D01_M01,EXP1_T014_D01_C03_UCB,2647
T014_D02_ASET01,user_task_4,T014_D02_BM01,T014_D02_BW01,"[""T014_D02_BW01"", ""T014_D02_M01"", ""T014_D02_BM01""]",T014_D02_C01,UC_B,T014_D02,T014_D02_BM01,benign_matched,EXP1_T014_D02_C01,T014_D02_M01,EXP1_T014_D02_C01_UCB,2655
T014_D02_ASET01,user_task_4,T014_D02_BM01,T014_D02_BW01,"[""T014_D02_M01"", ""T014_D02_BM01"", ""T014_D02_BW01""]",T014_D02_C02,UC_B,T014_D02,T014_D02_BM01,benign_matched,EXP1_T014_D02_C02,T014_D02_M01,EXP1_T014_D02_C02_UCB,2656
T014_D02_ASET01,user_task_4,T014_D02_BM01,T014_D02_BW01,"[""T014_D02_BM01"", ""T014_D02_BW01"", ""T014_D02_M01""]",T014_D02_C03,UC_B,T014_D02,T014_D02_BM01,benign_matched,EXP1_T014_D02_C03,T014_D02_M01,EXP1_T014_D02_C03_UCB,2657
T014_D03_ASET01,user_task_4,T014_D03_BM01,T014_D03_BW01,"[""T014_D03_M01"", ""T014_D03_BM01"", ""T014_D03_BW01""]",T014_D03_C01,UC_B,T014_D03,T014_D03_BM01,benign_matched,EXP1_T014_D03_C01,T014_D03_M01,EXP1_T014_D03_C01_UCB,2665
T014_D03_ASET01,user_task_4,T014_D03_BM01,T014_D03_BW01,"[""T014_D03_BM01"", ""T014_D03_BW01"", ""T014_D03_M01""]",T014_D03_C02,UC_B,T014_D03,T014_D03_BM01,benign_matched,EXP1_T014_D03_C02,T014_D03_M01,EXP1_T014_D03_C02_UCB,2666
T014_D03_ASET01,user_task_4,T014_D03_BM01,T014_D03_BW01,"[""T014_D03_BW01"", ""T014_D03_M01"", ""T014_D03_BM01""]",T014_D03_C03,UC_B,T014_D03,T014_D03_BM01,benign_matched,EXP1_T014_D03_C03,T014_D03_M01,EXP1_T014_D03_C03_UCB,2667
T015_D01_ASET01,user_task_5,T015_D01_BM01,T015_D01_BW01,"[""T015_D01_BW01"", ""T015_D01_M01"", ""T015_D01_BM01""]",T015_D01_C01,UC_B,T015_D01,T015_D01_BM01,benign_matched,EXP1_T015_D01_C01,T015_D01_M01,EXP1_T015_D01_C01_UCB,2745
T015_D01_ASET01,user_task_5,T015_D01_BM01,T015_D01_BW01,"[""T015_D01_M01"", ""T015_D01_BM01"", ""T015_D01_BW01""]",T015_D01_C02,UC_B,T015_D01,T015_D01_BM01,benign_matched,EXP1_T015_D01_C02,T015_D01_M01,EXP1_T015_D01_C02_UCB,2746
T015_D01_ASET01,user_task_5,T015_D01_BM01,T015_D01_BW01,"[""T015_D01_BM01"", ""T015_D01_BW01"", ""T015_D01_M01""]",T015_D01_C03,UC_B,T015_D01,T015_D01_BM01,benign_matched,EXP1_T015_D01_C03,T015_D01_M01,EXP1_T015_D01_C03_UCB,2747
T015_D02_ASET01,user_task_5,T015_D02_BM01,T015_D02_BW01,"[""T015_D02_M01"", ""T015_D02_BM01"", ""T015_D02_BW01""]",T015_D02_C01,UC_B,T015_D02,T015_D02_BM01,benign_matched,EXP1_T015_D02_C01,T015_D02_M01,EXP1_T015_D02_C01_UCB,2755
T015_D02_ASET01,user_task_5,T015_D02_BM01,T015_D02_BW01,"[""T015_D02_BM01"", ""T015_D02_BW01"", ""T015_D02_M01""]",T015_D02_C02,UC_B,T015_D02,T015_D02_BM01,benign_matched,EXP1_T015_D02_C02,T015_D02_M01,EXP1_T015_D02_C02_UCB,2756
T015_D02_ASET01,user_task_5,T015_D02_BM01,T015_D02_BW01,"[""T015_D02_BW01"", ""T015_D02_M01"", ""T015_D02_BM01""]",T015_D02_C03,UC_B,T015_D02,T015_D02_BM01,benign_matched,EXP1_T015_D02_C03,T015_D02_M01,EXP1_T015_D02_C03_UCB,2757
T015_D03_ASET01,user_task_5,T015_D03_BM01,T015_D03_BW01,"[""T015_D03_BM01"", ""T015_D03_BW01"", ""T015_D03_M01""]",T015_D03_C01,UC_B,T015_D03,T015_D03_BM01,benign_matched,EXP1_T015_D03_C01,T015_D03_M01,EXP1_T015_D03_C01_UCB,2765
T015_D03_ASET01,user_task_5,T015_D03_BM01,T015_D03_BW01,"[""T015_D03_BW01"", ""T015_D03_M01"", ""T015_D03_BM01""]",T015_D03_C02,UC_B,T015_D03,T015_D03_BM01,benign_matched,EXP1_T015_D03_C02,T015_D03_M01,EXP1_T015_D03_C02_UCB,2766
T015_D03_ASET01,user_task_5,T015_D03_BM01,T015_D03_BW01,"[""T015_D03_M01"", ""T015_D03_BM01"", ""T015_D03_BW01""]",T015_D03_C03,UC_B,T015_D03,T015_D03_BM01,benign_matched,EXP1_T015_D03_C03,T015_D03_M01,EXP1_T015_D03_C03_UCB,2767
T016_D01_ASET01,user_task_6,T016_D01_BM01,T016_D01_BW01,"[""T016_D01_M01"", ""T016_D01_BM01"", ""T016_D01_BW01""]",T016_D01_C01,UC_B,T016_D01,T016_D01_BM01,benign_matched,EXP1_T016_D01_C01,T016_D01_M01,EXP1_T016_D01_C01_UCB,2845
T016_D01_ASET01,user_task_6,T016_D01_BM01,T016_D01_BW01,"[""T016_D01_BM01"", ""T016_D01_BW01"", ""T016_D01_M01""]",T016_D01_C02,UC_B,T016_D01,T016_D01_BM01,benign_matched,EXP1_T016_D01_C02,T016_D01_M01,EXP1_T016_D01_C02_UCB,2846
T016_D01_ASET01,user_task_6,T016_D01_BM01,T016_D01_BW01,"[""T016_D01_BW01"", ""T016_D01_M01"", ""T016_D01_BM01""]",T016_D01_C03,UC_B,T016_D01,T016_D01_BM01,benign_matched,EXP1_T016_D01_C03,T016_D01_M01,EXP1_T016_D01_C03_UCB,2847
T016_D02_ASET01,user_task_6,T016_D02_BM01,T016_D02_BW01,"[""T016_D02_BM01"", ""T016_D02_BW01"", ""T016_D02_M01""]",T016_D02_C01,UC_B,T016_D02,T016_D02_BM01,benign_matched,EXP1_T016_D02_C01,T016_D02_M01,EXP1_T016_D02_C01_UCB,2855
T016_D02_ASET01,user_task_6,T016_D02_BM01,T016_D02_BW01,"[""T016_D02_BW01"", ""T016_D02_M01"", ""T016_D02_BM01""]",T016_D02_C02,UC_B,T016_D02,T016_D02_BM01,benign_matched,EXP1_T016_D02_C02,T016_D02_M01,EXP1_T016_D02_C02_UCB,2856
T016_D02_ASET01,user_task_6,T016_D02_BM01,T016_D02_BW01,"[""T016_D02_M01"", ""T016_D02_BM01"", ""T016_D02_BW01""]",T016_D02_C03,UC_B,T016_D02,T016_D02_BM01,benign_matched,EXP1_T016_D02_C03,T016_D02_M01,EXP1_T016_D02_C03_UCB,2857
T016_D03_ASET01,user_task_6,T016_D03_BM01,T016_D03_BW01,"[""T016_D03_BW01"", ""T016_D03_M01"", ""T016_D03_BM01""]",T016_D03_C01,UC_B,T016_D03,T016_D03_BM01,benign_matched,EXP1_T016_D03_C01,T016_D03_M01,EXP1_T016_D03_C01_UCB,2865
T016_D03_ASET01,user_task_6,T016_D03_BM01,T016_D03_BW01,"[""T016_D03_M01"", ""T016_D03_BM01"", ""T016_D03_BW01""]",T016_D03_C02,UC_B,T016_D03,T016_D03_BM01,benign_matched,EXP1_T016_D03_C02,T016_D03_M01,EXP1_T016_D03_C02_UCB,2866
T016_D03_ASET01,user_task_6,T016_D03_BM01,T016_D03_BW01,"[""T016_D03_BM01"", ""T016_D03_BW01"", ""T016_D03_M01""]",T016_D03_C03,UC_B,T016_D03,T016_D03_BM01,benign_matched,EXP1_T016_D03_C03,T016_D03_M01,EXP1_T016_D03_C03_UCB,2867
T017_D01_ASET01,user_task_7,T017_D01_BM01,T017_D01_BW01,"[""T017_D01_BM01"", ""T017_D01_BW01"", ""T017_D01_M01""]",T017_D01_C01,UC_B,T017_D01,T017_D01_BM01,benign_matched,EXP1_T017_D01_C01,T017_D01_M01,EXP1_T017_D01_C01_UCB,2945
T017_D01_ASET01,user_task_7,T017_D01_BM01,T017_D01_BW01,"[""T017_D01_BW01"", ""T017_D01_M01"", ""T017_D01_BM01""]",T017_D01_C02,UC_B,T017_D01,T017_D01_BM01,benign_matched,EXP1_T017_D01_C02,T017_D01_M01,EXP1_T017_D01_C02_UCB,2946
T017_D01_ASET01,user_task_7,T017_D01_BM01,T017_D01_BW01,"[""T017_D01_M01"", ""T017_D01_BM01"", ""T017_D01_BW01""]",T017_D01_C03,UC_B,T017_D01,T017_D01_BM01,benign_matched,EXP1_T017_D01_C03,T017_D01_M01,EXP1_T017_D01_C03_UCB,2947
T017_D02_ASET01,user_task_7,T017_D02_BM01,T017_D02_BW01,"[""T017_D02_BW01"", ""T017_D02_M01"", ""T017_D02_BM01""]",T017_D02_C01,UC_B,T017_D02,T017_D02_BM01,benign_matched,EXP1_T017_D02_C01,T017_D02_M01,EXP1_T017_D02_C01_UCB,2955
T017_D02_ASET01,user_task_7,T017_D02_BM01,T017_D02_BW01,"[""T017_D02_M01"", ""T017_D02_BM01"", ""T017_D02_BW01""]",T017_D02_C02,UC_B,T017_D02,T017_D02_BM01,benign_matched,EXP1_T017_D02_C02,T017_D02_M01,EXP1_T017_D02_C02_UCB,2956
T017_D02_ASET01,user_task_7,T017_D02_BM01,T017_D02_BW01,"[""T017_D02_BM01"", ""T017_D02_BW01"", ""T017_D02_M01""]",T017_D02_C03,UC_B,T017_D02,T017_D02_BM01,benign_matched,EXP1_T017_D02_C03,T017_D02_M01,EXP1_T017_D02_C03_UCB,2957
T017_D03_ASET01,user_task_7,T017_D03_BM01,T017_D03_BW01,"[""T017_D03_M01"", ""T017_D03_BM01"", ""T017_D03_BW01""]",T017_D03_C01,UC_B,T017_D03,T017_D03_BM01,benign_matched,EXP1_T017_D03_C01,T017_D03_M01,EXP1_T017_D03_C01_UCB,2965
T017_D03_ASET01,user_task_7,T017_D03_BM01,T017_D03_BW01,"[""T017_D03_BM01"", ""T017_D03_BW01"", ""T017_D03_M01""]",T017_D03_C02,UC_B,T017_D03,T017_D03_BM01,benign_matched,EXP1_T017_D03_C02,T017_D03_M01,EXP1_T017_D03_C02_UCB,2966
T017_D03_ASET01,user_task_7,T017_D03_BM01,T017_D03_BW01,"[""T017_D03_BW01"", ""T017_D03_M01"", ""T017_D03_BM01""]",T017_D03_C03,UC_B,T017_D03,T017_D03_BM01,benign_matched,EXP1_T017_D03_C03,T017_D03_M01,EXP1_T017_D03_C03_UCB,2967
T018_D01_ASET01,user_task_8,T018_D01_BM01,T018_D01_BW01,"[""T018_D01_BW01"", ""T018_D01_M01"", ""T018_D01_BM01""]",T018_D01_C01,UC_B,T018_D01,T018_D01_BM01,benign_matched,EXP1_T018_D01_C01,T018_D01_M01,EXP1_T018_D01_C01_UCB,3045
T018_D01_ASET01,user_task_8,T018_D01_BM01,T018_D01_BW01,"[""T018_D01_M01"", ""T018_D01_BM01"", ""T018_D01_BW01""]",T018_D01_C02,UC_B,T018_D01,T018_D01_BM01,benign_matched,EXP1_T018_D01_C02,T018_D01_M01,EXP1_T018_D01_C02_UCB,3046
T018_D01_ASET01,user_task_8,T018_D01_BM01,T018_D01_BW01,"[""T018_D01_BM01"", ""T018_D01_BW01"", ""T018_D01_M01""]",T018_D01_C03,UC_B,T018_D01,T018_D01_BM01,benign_matched,EXP1_T018_D01_C03,T018_D01_M01,EXP1_T018_D01_C03_UCB,3047
T018_D02_ASET01,user_task_8,T018_D02_BM01,T018_D02_BW01,"[""T018_D02_M01"", ""T018_D02_BM01"", ""T018_D02_BW01""]",T018_D02_C01,UC_B,T018_D02,T018_D02_BM01,benign_matched,EXP1_T018_D02_C01,T018_D02_M01,EXP1_T018_D02_C01_UCB,3055
T018_D02_ASET01,user_task_8,T018_D02_BM01,T018_D02_BW01,"[""T018_D02_BM01"", ""T018_D02_BW01"", ""T018_D02_M01""]",T018_D02_C02,UC_B,T018_D02,T018_D02_BM01,benign_matched,EXP1_T018_D02_C02,T018_D02_M01,EXP1_T018_D02_C02_UCB,3056
T018_D02_ASET01,user_task_8,T018_D02_BM01,T018_D02_BW01,"[""T018_D02_BW01"", ""T018_D02_M01"", ""T018_D02_BM01""]",T018_D02_C03,UC_B,T018_D02,T018_D02_BM01,benign_matched,EXP1_T018_D02_C03,T018_D02_M01,EXP1_T018_D02_C03_UCB,3057
T018_D03_ASET01,user_task_8,T018_D03_BM01,T018_D03_BW01,"[""T018_D03_BM01"", ""T018_D03_BW01"", ""T018_D03_M01""]",T018_D03_C01,UC_B,T018_D03,T018_D03_BM01,benign_matched,EXP1_T018_D03_C01,T018_D03_M01,EXP1_T018_D03_C01_UCB,3065
T018_D03_ASET01,user_task_8,T018_D03_BM01,T018_D03_BW01,"[""T018_D03_BW01"", ""T018_D03_M01"", ""T018_D03_BM01""]",T018_D03_C02,UC_B,T018_D03,T018_D03_BM01,benign_matched,EXP1_T018_D03_C02,T018_D03_M01,EXP1_T018_D03_C02_UCB,3066
T018_D03_ASET01,user_task_8,T018_D03_BM01,T018_D03_BW01,"[""T018_D03_M01"", ""T018_D03_BM01"", ""T018_D03_BW01""]",T018_D03_C03,UC_B,T018_D03,T018_D03_BM01,benign_matched,EXP1_T018_D03_C03,T018_D03_M01,EXP1_T018_D03_C03_UCB,3067
T019_D01_ASET01,user_task_9,T019_D01_BM01,T019_D01_BW01,"[""T019_D01_M01"", ""T019_D01_BM01"", ""T019_D01_BW01""]",T019_D01_C01,UC_B,T019_D01,T019_D01_BM01,benign_matched,EXP1_T019_D01_C01,T019_D01_M01,EXP1_T019_D01_C01_UCB,3145
T019_D01_ASET01,user_task_9,T019_D01_BM01,T019_D01_BW01,"[""T019_D01_BM01"", ""T019_D01_BW01"", ""T019_D01_M01""]",T019_D01_C02,UC_B,T019_D01,T019_D01_BM01,benign_matched,EXP1_T019_D01_C02,T019_D01_M01,EXP1_T019_D01_C02_UCB,3146
T019_D01_ASET01,user_task_9,T019_D01_BM01,T019_D01_BW01,"[""T019_D01_BW01"", ""T019_D01_M01"", ""T019_D01_BM01""]",T019_D01_C03,UC_B,T019_D01,T019_D01_BM01,benign_matched,EXP1_T019_D01_C03,T019_D01_M01,EXP1_T019_D01_C03_UCB,3147
T019_D02_ASET01,user_task_9,T019_D02_BM01,T019_D02_BW01,"[""T019_D02_BM01"", ""T019_D02_BW01"", ""T019_D02_M01""]",T019_D02_C01,UC_B,T019_D02,T019_D02_BM01,benign_matched,EXP1_T019_D02_C01,T019_D02_M01,EXP1_T019_D02_C01_UCB,3155
T019_D02_ASET01,user_task_9,T019_D02_BM01,T019_D02_BW01,"[""T019_D02_BW01"", ""T019_D02_M01"", ""T019_D02_BM01""]",T019_D02_C02,UC_B,T019_D02,T019_D02_BM01,benign_matched,EXP1_T019_D02_C02,T019_D02_M01,EXP1_T019_D02_C02_UCB,3156
